LebwohlLasher_nb_parallel.py: Size: 100, Steps: 50, T*: 0.500: Order: 0.268, Time: 2.868942 s
         9568293 function calls (8906689 primitive calls) in 2.869 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    34559    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:195(block)
    30320    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:554(_get_name)
     1562    0.002    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:205(descr)
    24142    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/ffi.py:134(__getattr__)
  791/788    0.002    0.000    0.013    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/inspect.py:2463(_signature_from_callable)
   143/33    0.002    0.000    1.456    0.044 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:260(lower_block)
     3622    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:1550(get_definition)
     4086    0.002    0.000    0.029    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/value.py:157(name)
     7161    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/registry.py:67(__getitem__)
7506/7334    0.002    0.000    0.007    0.000 {built-in method builtins.any}
      214    0.002    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
    26999    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/analysis.py:40(<genexpr>)
2864/2392    0.002    0.000    0.822    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:348(apply)
    25/22    0.002    0.000    0.017    0.001 {built-in method _imp.exec_dynamic}
  369/291    0.002    0.000    0.049    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/parfor.py:4009(parfor_defs)
4622/3956    0.002    0.000    0.057    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir_utils.py:1542(guard)
      204    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numpy/core/numeric.py:1129(roll)
     4301    0.002    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/abstract.py:49(_intern)
     2092    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cpu_options.py:112(_get_values)
     2082    0.002    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/event.py:422(trigger_event)
     3370    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/errors.py:489(catch_warnings)
     1229    0.002    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/interpreter.py:1832(store)
     1885    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:1154(__init__)
     2302    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/functions.py:78(add_error)
    17528    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:126(predecessors)
    17411    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
     6682    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/target_extension.py:15(__getitem__)
     2303    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/inspect.py:2729(__init__)
      246    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:1158(make_overload_attribute_template)
9795/9792    0.002    0.000    0.021    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/manager.py:40(__getitem__)
      354    0.002    0.000    0.131    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/postproc.py:71(run)
     4217    0.002    0.000    0.002    0.000 {built-in method _functools.reduce}
    90/34    0.002    0.000    0.996    0.029 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:147(propagate)
      450    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:512(_find_dominators_internal)
     2842    0.002    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:1123(__str__)
    46455    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/copy.py:172(_deepcopy_atomic)
      188    0.002    0.000    0.003    0.000 {built-in method _io.open}
      555    0.002    0.000    0.021    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/npydecl.py:92(generic)
     6332    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/utils.py:485(__setitem__)
     1300    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:30(descr)
     1658    0.002    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:287(find_matching_getattr_template)
7083/6513    0.002    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/misc.py:63(unliteral)
5677/5670    0.002    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:561(can_convert)
 1567/277    0.002    0.000    2.630    0.009 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler_lock.py:32(_acquire_compile_lock)
     7607    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:103(add_edge)
    17405    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/analysis.py:69(<genexpr>)
     4610    0.002    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/module.py:251(_next)
     5204    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/models.py:674(get_field_position)
     1218    0.002    0.000    0.021    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:297(if_then)
  295/192    0.002    0.000    0.088    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/array_analysis.py:1194(_determine_transform)
  3042/90    0.002    0.000    2.612    0.029 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler_machinery.py:272(check)
     3777    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:1051(__init__)
     3616    0.002    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:434(__init__)
     2717    0.001    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/array_analysis.py:942(define)
     1117    0.001    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:365(descr)
     1977    0.001    0.000    0.039    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/runtime/context.py:360(_call_incref_decref)
     1159    0.001    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:589(__repr__)
       74    0.001    0.000    0.045    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/rewrites/registry.py:54(apply)
     2346    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:281(goto_entry_block)
 1881/609    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir_utils.py:1174(_dfs_rec)
11099/4779    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/packer.py:144(rec)
       44    0.001    0.000    0.011    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/interpreter.py:982(peep_hole_delete_with_exit)
     1585    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/functions.py:245(__init__)
      730    0.001    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/module.py:45(add_metadata)
      590    0.001    0.000    0.028    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:744(load_additional_registries)
     2594    0.001    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:103(_match_arglist)
     5081    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir_utils.py:905(is_immutable_type)
     4383    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:602(push_state)
     2868    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:123(_match)
    16627    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     6664    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/value.py:87(__init__)
     6804    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/types.py:241(format_constant)
    58/42    0.001    0.000    0.049    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/parfors/parfor.py:4657(remove_dead_parfor)
      703    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:513(fold_arg_vars)
     1885    0.001    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:201(__init__)
       44    0.001    0.000    0.016    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:94(run)
     1952    0.001    0.000    0.033    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:922(gep)
        1    0.001    0.001    0.001    0.001 {built-in method _posixsubprocess.fork_exec}
     1816    0.001    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/types.py:424(wrap_constant_value)
     1631    0.001    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
    12242    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:256(__hash__)
     4800    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/types.py:27(as_pointer)
     6744    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:575(function_type)
     1285    0.001    0.000    0.012    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:875(call)
     1699    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/np/numpy_support.py:125(as_dtype)
       43    0.001    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir_utils.py:2316(fixup_var_define_in_scope)
      935    0.001    0.000    0.016    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:973(descr_prototype)
      361    0.001    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/packer.py:73(__init__)
      124    0.001    0.000    0.001    0.000 {built-in method numpy.array}
    15782    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler.py:354(__getattr__)
     7677    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:96(add_node)
     1189    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:711(descr)
  724/514    0.001    0.000    0.039    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:526(get_function)
       95    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/ctypes/__init__.py:49(create_string_buffer)
     1116    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/np/numpy_support.py:387(choose_types)
     2133    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/copyreg.py:107(_slotnames)
     2410    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/ctypes/__init__.py:517(cast)
     8844    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/ffi.py:339(detach)
     1245    0.001    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:333(dispatch)
 1360/361    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/packer.py:175(rec)
     1061    0.001    0.000    0.012    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/typeof.py:27(typeof)
     2676    0.001    0.000    0.003    0.000 {method '__reduce_ex__' of 'object' objects}
      369    0.001    0.000    0.044    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cgutils.py:99(__init__)
